id,created_at,text
8.23324E+17,23/01/2017 00:20,.@MichaelNutter got a lot of great points into 140 characters here. We have to keep the momentum. https://t.co/Bd66lBPMEs
8.23324E+17,23/01/2017 00:18,"Scrolling through images of the #womensmarch is awe-inspiring. Hope it brought joy to others as it did to me.
https://t.co/29oaMvk3hU"
8.22903E+17,21/01/2017 20:27,"I stand w/ Nora Harren, a 17-year  from Boise, ID, &amp; every person marching for our values today. Onward! ✊✊🏾✊🏽✨… https://t.co/Zt8THPtAn8"
8.22846E+17,21/01/2017 16:39,"'Hope Not Fear'
Indeed. 
And what a beautiful piece by Louisa Cannell. 
#womensmarch 👊👊🏻👊🏼👊🏽✨ https://t.co/7h3Bzx79nB"
8.22823E+17,21/01/2017 15:07,"Thanks for standing, speaking &amp; marching for our values @womensmarch. Important as ever. I truly believe we're always Stronger Together."
8.22472E+17,20/01/2017 15:53,I'm here today to honor our democracy &amp; its enduring values. I will never stop believing in our country &amp; its future. #Inauguration
8.2187E+17,19/01/2017 00:00,"Indeed. Bill &amp; I have you in our thoughts &amp; look forward to you both being back on your feet soon, wild socks &amp; all… https://t.co/yUWSbJDnlH"
8.16426E+17,03/01/2017 23:28,Delighted that @NYGovCuomo proposed free college for ppl making &lt;125K in NY. A plan @SenSanders &amp; I worked hard on. https://t.co/V0aXjhxKpm
8.13499E+17,26/12/2016 21:37,The holidays are a time to be thankful for our blessings. Let's rejoice in this season &amp; look forward with renewed hope &amp; determination. -H
7.85292E+17,,
7.85292E+17,,
7.85291E+17,,
7.8529E+17,,
7.8529E+17,,
7.8529E+17,,
7.85289E+17,,
7.85289E+17,,
7.85288E+17,,
7.85288E+17,,
7.85287E+17,,
7.85286E+17,,
7.85286E+17,,
7.85283E+17,,
7.85279E+17,,
7.85276E+17,,
7.85272E+17,,
7.8527E+17,,
7.85266E+17,,
7.85263E+17,,
7.85259E+17,,
7.85252E+17,,
7.85244E+17,,
7.8523E+17,,
7.85224E+17,,
7.8522E+17,,
7.85217E+17,,
7.85211E+17,,
7.85204E+17,,
7.85199E+17,,
7.85188E+17,,
7.85185E+17,,
7.85179E+17,,
7.85178E+17,,
7.85159E+17,,
7.85144E+17,,
7.84863E+17,,
7.84846E+17,,
7.84816E+17,,
7.84803E+17,,
7.84789E+17,,
7.8477E+17,,
7.84759E+17,,
7.84565E+17,,
7.84542E+17,,
7.8454E+17,,
7.84536E+17,,
7.84531E+17,,
7.84525E+17,,
7.84497E+17,,
7.84484E+17,,
7.84469E+17,,
7.84463E+17,,
7.84428E+17,,
7.84415E+17,,
7.84412E+17,,
7.84404E+17,,
7.84378E+17,,
7.84233E+17,,
7.84219E+17,,
7.84212E+17,,
7.84201E+17,,
7.84196E+17,,
7.84183E+17,,
7.84171E+17,,
7.84158E+17,,
7.84143E+17,,
7.84138E+17,,
7.84122E+17,,
7.84117E+17,,
7.84107E+17,,
7.84099E+17,,
7.84092E+17,,
7.8408E+17,,
7.84063E+17,,
